,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,Lice,Mites,Ticks
450,130677,W13,677,W130677,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,1,1,0
451,130700,W13,700,W130700,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,1,1,0
452,130753,W13,753,W130753,Pyrrhomyias_cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,1,11.10103448,high_montane_manu,understory,med,2324,1,1,1,0
453,110129,P11,129,P110129,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0
454,130824,W13,824,W130824,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0
455,110406,P11,406,P110406,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0
456,115912,P11,5912,P115912,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0
457,130897,W13,897,W130897,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,1,1,0
458,130898,W13,898,W130898,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,1,1,0
459,130914,W13,914,W130914,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,0,1,0
460,130920,W13,920,W130920,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,0,1,0
461,130939,W13,939,W130939,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,1,0,1,0
462,130040,P13,40,P130040,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,1,0,0
463,116216,P11,6216,P116216,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,0,1,0
464,116225,P11,6225,P116225,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0
465,120659,P12,659,P120659,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0
466,120679,P12,679,P120679,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0
467,120736,P12,736,P120736,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,0,1,0
468,120812,P12,812,P120812,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,0,1,0
469,120922,P12,922,P120922,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,0,1,0
470,121030,P12,1030,P121030,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0
471,121118,P12,1118,P121118,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,0,0,0,0
472,121606,P12,1606,P121606,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,0,0
473,121751,P12,1751,P121751,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,0,1,0
474,130161,P13,161,P130161,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,0,0,0,0
475,130379,P13,379,P130379,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,high,417,1,0,1,0
476,110028,P11,28,P110028,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0
477,110034,P11,34,P110034,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,1,1,1,0
478,110037,P11,37,P110037,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,1,0
479,110041,P11,41,P110041,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,0,1,0
480,110042,P11,42,P110042,Momotus_momota,Momotus momota,Momotus_momota,Momotidae,0,110.3235714,lowland_manu,ground-midhigh,low,429,1,1,1,0
481,110043,P11,43,P110043,Myrmotherula_longipennis,Myrmotherula longipennis,Myrmotherula_longipennis,Thamnophilidae,1,9.109375,lowland_manu,undersory-midhigh,low,418.5,1,0,1,0
482,110049,P11,49,P110049,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,1,0
483,110053,P11,53,P110053,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,1,0,1,0
484,110055,P11,55,P110055,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,low,414,1,1,1,0
485,110057,P11,57,P110057,Geotrygon_montana,Geotrygon montana,Geotrygon_montana,Columbidae,0,114.4062791,lowland_manu,ground,high,426,1,1,1,0
486,110058,P11,58,P110058,Geotrygon_montana,Geotrygon montana,Geotrygon_montana,Columbidae,0,114.4062791,lowland_manu,ground,med,426,1,1,1,0
487,110059,P11,59,P110059,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,med,417.5,1,0,1,0
488,110060,P11,60,P110060,Psarocolius_angustifrons,Psarocolius angustifrons,Psarocolius_angustifrons,Icteridae,0,168.4071429,lowland_manu,canopy,med/high,537,1,1,1,0
489,110063,P11,63,P110063,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,1,1,0
490,110067,P11,67,P110067,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,0,1,0
491,110068,P11,68,P110068,Momotus_momota,Momotus momota,Momotus_momota,Momotidae,0,110.3235714,lowland_manu,ground-midhigh,med,429,1,0,1,0
492,110069,P11,69,P110069,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,1,0
493,110078,P11,78,P110078,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,0,0,0,0
494,110083,P11,83,P110083,Myrmoborus_leucophrys,Myrmoborus leucophrys,Myrmoborus_leucophrys,Thamnophilidae,1,19.82189189,lowland_manu,ground,low,889,0,0,0,0
495,110087,P11,87,P110087,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,0,1,0
496,110090,P11,90,P110090,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low/med,413,1,1,1,0
497,110088,P11,88,P110088,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,med,413,1,0,1,0
498,110094,P11,94,P110094,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,0,0
499,110095,P11,95,P110095,Ramphotrigon_fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,18.96923077,lowland_manu,undersory-midhigh,low,431,1,0,1,0
500,110098,P11,98,P110098,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0
501,110100,P11,100,P110100,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,1,1,0
502,110102,P11,102,P110102,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,1,0,1,0
503,110103,P11,103,P110103,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0
504,110106,P11,106,P110106,Geotrygon_montana,Geotrygon montana,Geotrygon_montana,Columbidae,0,114.4062791,lowland_manu,ground,low,426,0,0,0,0
505,110107,P11,107,P110107,Geotrygon_montana,Geotrygon montana,Geotrygon_montana,Columbidae,0,114.4062791,lowland_manu,ground,low,426,1,1,1,0
506,110108,P11,108,P110108,Laniocera_hypopyrra,Laniocera hypopyrra,Laniocera_hypopyrra,Cotingidae,0,48.87571429,lowland_manu,undersory-midhigh,low,416,1,0,1,0
507,110110,P11,110,P110110,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,0,0,0,0
508,110111,P11,111,P110111,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,1,0,1
509,110119,P11,119,P110119,Xenops_tenuirostris,Xenops tenuirostris,Xenops_tenuirostris,Furnariidae,1,9.2,lowland_manu,canopy,low,430,0,0,0,0
510,110122,P11,122,P110122,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,med,416,1,1,0,0
511,110124,P11,124,P110124,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0
512,110133,P11,133,P110133,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0
513,110137,P11,137,P110137,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,med,421,1,1,1,0
514,110138,P11,138,P110138,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,low,414,1,1,1,0
515,110142,P11,142,P110142,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,none,680,1,0,0,1
516,110144,P11,144,P110144,Turdus_albicollis,Turdus albicollis,Turdus_albicollis,Turdidae,0,50.02123288,lowland_manu,ground,med,411.5,1,1,1,0
517,110156,P11,156,P110156,Pteroglossus_azara,Pteroglossus azara,Pteroglossus_azara,Ramphastidae,0,136.565,lowland_manu,canopy,high,714,1,0,1,0
518,110157,P11,157,P110157,Pteroglossus_azara,Pteroglossus azara,Pteroglossus_azara,Ramphastidae,0,136.565,lowland_manu,canopy,low,714,1,0,1,0
519,110166,P11,166,P110166,Turdus_albicollis,Turdus albicollis,Turdus_albicollis,Turdidae,0,50.02123288,lowland_manu,ground,med,411.5,1,1,1,0
520,110174,P11,174,P110174,Synallaxis_cabanisi,Synallaxis cabanisi,Synallaxis_cabanisi,Furnariidae,0,18.982,lowland_manu,understory,low,1084,1,1,1,0
521,110175,P11,175,P110175,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,0,1,0
522,110179,P11,179,P110179,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,0,0,0,0
523,110185,P11,185,P110185,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,1,1,0
524,110190,P11,190,P110190,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,0,1,0
525,110192,P11,192,P110192,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,low,414,1,1,1,0
526,110193,P11,193,P110193,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0
527,110198,P11,198,P110198,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,0,1,0
528,110200,P11,200,P110200,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,high,415,0,0,0,0
529,110203,P11,203,P110203,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,0,1,0
530,110207,P11,207,P110207,Pteroglossus_beauharnaesii,Pteroglossus beauharnaisii,Pteroglossus_beauharnaisii,Ramphastidae,0,202.1216667,lowland_manu,canopy,high,426,1,0,1,0
531,110208,P11,208,P110208,Pteroglossus_beauharnaesii,Pteroglossus beauharnaisii,Pteroglossus_beauharnaisii,Ramphastidae,0,202.1216667,lowland_manu,canopy,med,426,1,0,1,0
532,110210,P11,210,P110210,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,0,0,0,0
533,110222,P11,222,P110222,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,0,1,0
534,110226,P11,226,P110226,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,0,0,0,0
535,110227,P11,227,P110227,Platyrinchus_coronatus,Platyrinchus coronatus,Platyrinchus_coronatus,Tyrannidae,0,9.838095238,lowland_manu,understory,low,413,0,0,0,0
536,110228,P11,228,P110228,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,0,0
537,110232,P11,232,P110232,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,0,1,0
538,110243,P11,243,P110243,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,0,0
539,110246,P11,246,P110246,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,1,1,1,0
540,110256,P11,256,P110256,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,1,0
541,110258,P11,258,P110258,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,0,1,0
542,110268,P11,268,P110268,Platyrinchus_coronatus,Platyrinchus coronatus,Platyrinchus_coronatus,Tyrannidae,0,9.838095238,lowland_manu,understory,low,413,0,0,0,0
543,110269,P11,269,P110269,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,0,1,0
544,110273,P11,273,P110273,Euphonia_xanthogaster,Euphonia xanthogaster,Euphonia_xanthogaster,Thraupidae,1,13.62148594,lowland_manu,midhigh,low,1337,1,0,1,0
545,110275,P11,275,P110275,Philydor_erythropterum,Dendroma erythroptera,Dendroma_erythroptera,Furnariidae,1,30,lowland_manu,midhigh-canopy,low,430,0,0,0,0
546,110278,P11,278,P110278,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,1,1,1,0
547,110292,P11,292,P110292,Xenops_minutus,Xenops minutus,Xenops_minutus,Furnariidae,1,12.16725806,lowland_manu,undersory-midhigh,med,414,0,0,0,0
548,110293,P11,293,P110293,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,med,415,1,0,1,0
549,110294,P11,294,P110294,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,0,1,0
550,110295,P11,295,P110295,Catharus_ustulatus,Catharus ustulatus,Catharus_ustulatus,Turdidae,0,27.51957672,lowland_manu,ground-understory,med,1307,1,0,1,0
551,110296,P11,296,P110296,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,1,1,0
552,110307,P11,307,P110307,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,0,0,0,0
553,110311,P11,311,P110311,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,0,1,0
554,110312,P11,312,P110312,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,1,0,0
555,110317,P11,317,P110317,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,0,1,0
556,110318,P11,318,P110318,Epinecrophylla_leucophthalma,Epinecrophylla leucophthalma,Epinecrophylla_leucophthalma,Thamnophilidae,1,10.10645161,lowland_manu,understory,low,415,0,0,0,0
557,110320,P11,320,P110320,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,0,0
558,110322,P11,322,P110322,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,med,413,1,0,1,0
559,110323,P11,323,P110323,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,1,1,0
560,110324,P11,324,P110324,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,0,0
561,110325,P11,325,P110325,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0
562,110330,P11,330,P110330,Campylopterus_largipennis,Campylopterus largipennis,Campylopterus_largipennis,Trochilidae,0,8.337727273,lowland_manu,midhigh,low,457,1,0,1,0
563,110331,P11,331,P110331,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,med,413,1,0,1,0
564,110332,P11,332,P110332,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,0,1,0
565,110333,P11,333,P110333,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,high,417.5,1,0,1,0
566,110334,P11,334,P110334,Turdus_albicollis,Turdus albicollis,Turdus_albicollis,Turdidae,0,50.02123288,lowland_manu,ground,med,411.5,1,1,1,0
567,110338,P11,338,P110338,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,0,1,0
568,110343,P11,343,P110343,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,med,417.5,1,0,1,0
569,110346,P11,346,P110346,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,med,429,1,1,1,0
570,110348,P11,348,P110348,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,0,1,0
571,110356,P11,356,P110356,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,0,0,0,0
572,110357,P11,357,P110357,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,1,1,1,0
573,110359,P11,359,P110359,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,0,0,0,0
574,110360,P11,360,P110360,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,1,1,1,0
575,110361,P11,361,P110361,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,1,0,1,0
576,110367,P11,367,P110367,Xenops_minutus,Xenops minutus,Xenops_minutus,Furnariidae,1,12.16725806,lowland_manu,undersory-midhigh,low,414,1,0,1,0
577,110368,P11,368,P110368,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,med,413,1,1,0,0
578,110373,P11,373,P110373,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,1,1,1,0
579,110375,P11,375,P110375,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,0,1,0
580,110376,P11,376,P110376,Hyloctistes_subulatus,Automolus subulatus,Automolus_subulatus,Furnariidae,1,28.85,lowland_manu,undersory-midhigh,low,419,0,0,0,0
581,110386,P11,386,P110386,Neoctantes_niger,Neoctantes niger,Neoctantes_niger,Thamnophilidae,0,35.6,lowland_manu,midhigh,low,414,0,0,0,0
582,110392,P11,392,P110392,Catharus_ustulatus,Catharus ustulatus,Catharus_ustulatus,Turdidae,0,27.51957672,lowland_manu,ground-understory,low,1307,1,0,1,0
583,110393,P11,393,P110393,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,0,0,0,0
584,110396,P11,396,P110396,Epinecrophylla_erythrura,Epinecrophylla erythrura,Epinecrophylla_erythrura,Thamnophilidae,1,10.562,lowland_manu,midhigh,low,424,1,1,1,0
585,110399,P11,399,P110399,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,low,414,1,1,1,0
586,110402,P11,402,P110402,Catharus_ustulatus,Catharus ustulatus,Catharus_ustulatus,Turdidae,0,27.51957672,lowland_manu,ground-understory,low,1307,1,0,1,0
587,110404,P11,404,P110404,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,0,1,0
588,110405,P11,405,P110405,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,med,423.5,1,0,1,0
589,110412,P11,412,P110412,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,high,416,1,0,1,0
590,110417,P11,417,P110417,Geotrygon_montana,Geotrygon montana,Geotrygon_montana,Columbidae,0,114.4062791,lowland_manu,ground,low,426,1,1,1,0
591,110418,P11,418,P110418,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0
592,110420,P11,420,P110420,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,low,414,1,1,1,0
593,110421,P11,421,P110421,Trogon_violaceus,Trogon violaceus,Trogon_violaceus,Trogonidae,1,46.18,lowland_manu,understory,med,583,0,0,0,0
594,110422,P11,422,P110422,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,0,1,0
595,110424,P11,424,P110424,Saltator_maximus,Saltator maximus,Saltator_maximus,Cardinalidae,1,45.26047619,lowland_manu,other,med,989,1,1,1,0
596,110425,P11,425,P110425,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,med,413,0,0,0,0
597,115895,P11,5895,P115895,Mionectes_olivaceus,Mionectes olivaceus,Mionectes _olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,1,0,1,0
598,115906,P11,5906,P115906,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,high,414,1,1,1,0
599,115910,P11,5910,P115910,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,high,423.5,1,0,1,0
600,115919,P11,5919,P115919,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,high,1262,1,1,1,0
601,115925,P11,5925,P115925,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,48.78089286,lowland_manu,ground,med,413,1,1,1,0
